关键字,time,last,lastrank,lastheat,字段5
"""Lisa黑长卷发""",已有记录在榜时间约为 763 分钟,2020年02月19日05时51分,47,18767,
"""Lisa金色套装""",已有记录在榜时间约为 522 分钟,2020年02月22日10时53分,50,223467,
"""LOL玩家的日常""",已有记录在榜时间约为 11 分钟,2020年03月01日01时57分,6,537667,
"""LPL百大经典战役""",已有记录在榜时间约为 136 分钟,2020年02月23日14时17分,50,116041,
"""LPL春季赛赛程更新""",已有记录在榜时间约为 105 分钟,2020年03月02日20时48分,50,131231,
"""LPL公开训练赛""",已有记录在榜时间约为 33 分钟,2020年02月26日15时12分,50,126663,新
"""LPL线上开赛时间""",已有记录在榜时间约为 38 分钟,2020年02月28日13时32分,49,229817,新
"""LPR""",已有记录在榜时间约为 172 分钟,2020年03月01日13时04分,50,204274,
"""Luna 纪录片""",已有记录在榜时间约为 860 分钟,2020年03月04日13时14分,50,213740,
"""NASA回应立扫把挑战""",已有记录在榜时间约为 430 分钟,2020年02月12日17时51分,50,191488,
"""NASA立扫把挑战""",已有记录在榜时间约为 979 分钟,2020年02月12日10时46分,50,98318,
"""NASA全社会招聘宇航员""",已有记录在榜时间约为 250 分钟,2020年02月16日16时24分,49,140963,
"""NBA""",已有记录在榜时间约为 381 分钟,2020年03月02日05时28分,50,13069,
"""NBA发布新冠肺炎备忘录""",已有记录在榜时间约为 203 分钟,2020年03月03日13时36分,50,239252,
"""NBA全明星队长选人""",已有记录在榜时间约为 225 分钟,2020年02月07日13时59分,6,2015424,
"""NBA全明星正赛""",已有记录在榜时间约为 217 分钟,2020年02月17日19时36分,49,214434,
"""NBA全明星周末""",已有记录在榜时间约为 68 分钟,2020年02月15日11时19分,48,259663,新
"""NBA吐槽大会""",已有记录在榜时间约为 19 分钟,2020年02月24日13时12分,6,1471581,荐
"""NCT127英雄MV""",已有记录在榜时间约为 26 分钟,2020年03月05日08时06分,50,78301,新
"""never和妹妹打起来了""",已有记录在榜时间约为 418 分钟,2020年02月19日05时51分,5,149438,沸
"""newbee""",已有记录在榜时间约为 288 分钟,2020年02月18日18时33分,50,244208,
"""odd""",已有记录在榜时间约为 405 分钟,2020年03月03日15时13分,49,226596,
"""ofo和青桔单车因违规被罚款""",已有记录在榜时间约为 152 分钟,2020年02月25日23时03分,50,195837,
"""Olay直播间""",已有记录在榜时间约为 62 分钟,2020年03月01日23时14分,17,1183634,新
"""OMG 买它买它""",已有记录在榜时间约为 128 分钟,2020年02月28日09时45分,3,1487375,荐
"""OPPO Find X2""",已有记录在榜时间约为 269 分钟,2020年03月08日09时31分,6,1732517,荐
"""papi酱生子""",已有记录在榜时间约为 969 分钟,2020年03月05日11时41分,50,137244,
"""Pop Smoke""",已有记录在榜时间约为 374 分钟,2020年02月20日13时32分,50,150842,
"""R1SE换预防疫情头像""",已有记录在榜时间约为 982 分钟,2020年02月07日09时59分,50,104824,
"""rapper小瓶子""",已有记录在榜时间约为 388 分钟,2020年02月18日17时05分,48,159195,
"""SMG公告""",已有记录在榜时间约为 89 分钟,2020年03月03日08时06分,50,116306,
"""SM表示EXO成员不会变动""",已有记录在榜时间约为 581 分钟,2020年02月21日07时23分,50,34015,
"""SNH48女生的神仙友情""",已有记录在榜时间约为 20 分钟,2020年02月26日21时47分,6,1401475,荐
"""snkrs""",已有记录在榜时间约为 477 分钟,2020年02月15日18时53分,46,193368,
"""SpaceX第五批星链成功发射""",已有记录在榜时间约为 73 分钟,2020年02月18日13时22分,48,115536,新
"""SpaceX计划送3名游客上国际空间站""",已有记录在榜时间约为 32 分钟,2020年03月06日16时16分,44,234727,新
"""SpaceX两年内将运送4名乘客进入太空""",已有记录在榜时间约为 83 分钟,2020年02月19日18时00分,50,139116,
"""SUHO solo""",已有记录在榜时间约为 328 分钟,2020年02月20日13时55分,49,201903,
"""SuperM中国首封""",已有记录在榜时间约为 409 分钟,2020年02月27日22时27分,50,183187,
"""SUPERSTAR50周年有好货""",已有记录在榜时间约为 138 分钟,2020年02月21日09时51分,3,2701397,荐
"""SUPER未来就绪创变""",已有记录在榜时间约为 137 分钟,2020年02月12日09时44分,3,2877916,荐
"""TCL市值翻番 汤晶媚代言""",已有记录在榜时间约为 128 分钟,2020年02月28日09时56分,3,1333199,荐
"""trr""",已有记录在榜时间约为 396 分钟,2020年02月17日16时14分,50,125909,
"""TFBOYS小黑屋存货""",已有记录在榜时间约为 464 分钟,2020年02月23日21时22分,50,174716,
"""Twitter鼓励全球员工在家办公""",已有记录在榜时间约为 158 分钟,2020年03月03日15时46分,47,284166,
"""Ulay""",已有记录在榜时间约为 760 分钟,2020年03月03日11时29分,50,197231,
"""UNINE线上音乐节""",已有记录在榜时间约为 21 分钟,2020年02月16日09时45分,3,2644855,荐
"""Uzi""",已有记录在榜时间约为 956 分钟,2020年03月09日07时21分,50,61748,
"""V爱守护""",已有记录在榜时间约为 29 分钟,2020年02月28日01时58分,3,584738,荐
"""V爱守护行动""",已有记录在榜时间约为 24 分钟,2020年02月21日21时55分,3,1931159,荐
"""WADA""",已有记录在榜时间约为 344 分钟,2020年02月29日05时17分,50,13043,
"""WHO 新冠病毒不怕炎热湿润天气""",已有记录在榜时间约为 606 分钟,2020年02月11日18时15分,50,124698,
"""WHO首席科学家称新冠肺炎还没特效药""",已有记录在榜时间约为 46 分钟,2020年02月27日16时07分,50,201007,新
"""WHO专家先遣队抵达中国""",已有记录在榜时间约为 358 分钟,2020年02月11日13时32分,50,124138,
"""xiaolwl""",已有记录在榜时间约为 80 分钟,2020年02月07日00时18分,35,406953,新
"""Xperia""",已有记录在榜时间约为 258 分钟,2020年02月24日21时43分,49,207975,
"""阿富汗塔利班称将与美国签署和平协议""",已有记录在榜时间约为 102 分钟,2020年02月22日10时52分,49,224779,
"""阿富汗小伙搜集2万只口罩捐武汉""",已有记录在榜时间约为 77 分钟,2020年02月14日12时30分,50,131152,新
"""阿富汗总统拒绝释放塔利班囚犯""",已有记录在榜时间约为 456 分钟,2020年03月02日15时42分,35,298780,
"""阿根廷确诊首例新冠肺炎病例""",已有记录在榜时间约为 20 分钟,2020年03月04日12时49分,48,257387,新
"""阿拉丁拍续集""",已有记录在榜时间约为 47 分钟,2020年02月13日15时57分,50,145420,新
"""阿里20条措施帮助商家""",已有记录在榜时间约为 22 分钟,2020年02月11日01时59分,6,627744,
"""阿联酋累计确诊新冠肺炎21例""",已有记录在榜时间约为 34 分钟,2020年02月29日22时48分,50,171986,新
"""阿曼首次确诊两例新冠肺炎感染者""",已有记录在榜时间约为 153 分钟,2020年02月25日10时18分,35,319854,
"""阿姆唱Lose Yourself""",已有记录在榜时间约为 48 分钟,2020年02月10日13时08分,50,354895,新
"""阿丘""",已有记录在榜时间约为 112 分钟,2020年03月05日00时17分,50,118583,新
"""阿森纳淘汰""",已有记录在榜时间约为 63 分钟,2020年02月28日10时10分,49,188236,新
"""阿森纳险胜埃弗顿""",已有记录在榜时间约为 24 分钟,2020年02月24日10时48分,49,197460,
"""阿云嘎后援会""",已有记录在榜时间约为 378 分钟,2020年02月24日14时17分,50,192837,
"""埃及前总统穆巴拉克去世""",已有记录在榜时间约为 609 分钟,2020年02月26日08时21分,50,121274,
"""埃及卫生部长携百万援助口罩访华""",已有记录在榜时间约为 93 分钟,2020年03月03日17时19分,50,227158,
"""埃及文物古迹披中国红声援抗疫""",已有记录在榜时间约为 45 分钟,2020年03月03日14时39分,50,172290,新
"""埃塞俄比亚""",已有记录在榜时间约为 201 分钟,2020年03月02日20时34分,49,184065,
"""埃塞俄比亚境内多地暴发霍乱疫情""",已有记录在榜时间约为 875 分钟,2020年02月18日11时29分,50,100773,
"""艾弗森穿科比球衣""",已有记录在榜时间约为 226 分钟,2020年02月17日13时55分,50,123226,
"""艾伦送花给陈乔恩""",已有记录在榜时间约为 844 分钟,2020年02月16日13时06分,50,181896,
"""艾薇儿亚洲巡演取消""",已有记录在榜时间约为 196 分钟,2020年03月01日16时21分,50,190184,
"""爱到极智是懂你""",已有记录在榜时间约为 126 分钟,2020年02月29日09时53分,3,3084176,荐
"""爱的迫降""",已有记录在榜时间约为 2715 分钟,2020年02月16日12时57分,50,144984,
"""爱的迫降 女主男二""",已有记录在榜时间约为 501 分钟,2020年02月16日17时51分,50,149975,
"""爱的迫降大结局""",已有记录在榜时间约为 863 分钟,2020年02月17日12时47分,50,158270,
"""爱的迫降花絮""",已有记录在榜时间约为 245 分钟,2020年02月18日03时27分,50,32366,
"""爱的迫降收视率破纪录""",已有记录在榜时间约为 280 分钟,2020年02月17日20时09分,50,187819,
"""爱的迫降预告""",已有记录在榜时间约为 1141 分钟,2020年02月10日08时07分,50,44740,
"""爱的迫降终映宴""",已有记录在榜时间约为 407 分钟,2020年02月17日04时23分,50,23157,
"""爱的迫降造型""",已有记录在榜时间约为 453 分钟,2020年02月22日22时31分,50,165243,
"""爱豆组团在线教学""",已有记录在榜时间约为 21 分钟,2020年02月24日21时35分,6,1452919,荐
"""爱尔兰出现首例新冠病毒感染者""",已有记录在榜时间约为 82 分钟,2020年03月01日10时01分,50,184049,新
"""爱尔兰人陪跑""",已有记录在榜时间约为 32 分钟,2020年02月10日13时40分,41,431188,新
"""爱丽丝""",已有记录在榜时间约为 21 分钟,2020年02月28日13时50分,3,2015210,荐
"""爱奇艺崩了""",已有记录在榜时间约为 671 分钟,2020年02月17日08时01分,50,75339,
"""爱情公寓5""",已有记录在榜时间约为 837 分钟,2020年02月11日12时20分,50,187695,
"""爱情公寓5大结局""",已有记录在榜时间约为 837 分钟,2020年02月12日11时35分,49,141416,
"""爱心金属包""",已有记录在榜时间约为 57 分钟,2020年02月14日23时57分,49,244774,
"""爱心小口红""",已有记录在榜时间约为 45 分钟,2020年03月04日13时40分,33,411312,新
"""爱自发光""",已有记录在榜时间约为 117 分钟,2020年03月06日09时54分,3,1793655,荐
"""爱自己就是了不起""",已有记录在榜时间约为 277 分钟,2020年03月07日09时38分,3,1597681,荐
"""安倍""",已有记录在榜时间约为 677 分钟,2020年02月19日17时17分,35,292549,
"""安倍称未来两周是抗疫关键期""",已有记录在榜时间约为 302 分钟,2020年03月01日18时40分,34,279577,
"""安倍否认取消东京奥运会""",已有记录在榜时间约为 125 分钟,2020年02月27日16时20分,49,239224,
"""安倍在参议会发言时咳嗽""",已有记录在榜时间约为 369 分钟,2020年03月04日16时25分,50,142164,
"""安东尼32分""",已有记录在榜时间约为 37 分钟,2020年02月24日13时28分,50,224694,新
"""安徽93岁最高龄新冠肺炎患者出院""",已有记录在榜时间约为 200 分钟,2020年03月01日16时13分,50,176487,
"""安徽撤销所有公路检疫站点""",已有记录在榜时间约为 177 分钟,2020年02月23日18时42分,50,124742,
"""安徽黄山发现两个哺乳类新物种""",已有记录在榜时间约为 343 分钟,2020年03月03日19时43分,50,275119,
"""安徽泾县杀医案罪犯被执行死刑""",已有记录在榜时间约为 218 分钟,2020年02月12日15时16分,50,187923,
"""安徽累计确诊新冠肺炎889例""",已有记录在榜时间约为 130 分钟,2020年02月12日12时02分,50,148129,
"""安徽全省退出高风险地区""",已有记录在榜时间约为 339 分钟,2020年02月29日22时56分,49,273401,
"""安徽确诊新冠肺炎乘务员活动轨迹""",已有记录在榜时间约为 309 分钟,2020年02月22日18时26分,50,174911,
"""安徽首例死亡病例""",已有记录在榜时间约为 246 分钟,2020年02月09日13时36分,50,189610,
"""安徽新增68例新型肺炎""",已有记录在榜时间约为 110 分钟,2020年02月08日11时22分,50,163883,
"""安徽学校2月底前不开学""",已有记录在榜时间约为 224 分钟,2020年02月08日12时17分,50,87667,
"""安徽中小学线上教学一律采用电子教材""",已有记录在榜时间约为 141 分钟,2020年02月28日19时28分,50,123156,
"""安家""",已有记录在榜时间约为 12629 分钟,2020年03月12日10时25分,49,126092,
"""安家 蜗居""",已有记录在榜时间约为 123 分钟,2020年02月22日14时16分,48,206645,
"""安家 现实""",已有记录在榜时间约为 199 分钟,2020年02月23日17时26分,50,200942,
"""安家定档""",已有记录在榜时间约为 196 分钟,2020年02月20日05时47分,50,12942,
"""安家 原生家庭""",已有记录在榜时间约为 629 分钟,2020年02月26日09时11分,50,134943,
"""安家节奏""",已有记录在榜时间约为 128 分钟,2020年02月22日10时50分,48,223923,
"""安家老洋房故事原型""",已有记录在榜时间约为 635 分钟,2020年03月03日07时24分,50,78454,
"""安家三观""",已有记录在榜时间约为 718 分钟,2020年02月29日09时18分,50,154274,
"""安家天下今日营业""",已有记录在榜时间约为 28 分钟,2020年02月21日21时58分,6,1801214,
"""安家向公馆""",已有记录在榜时间约为 724 分钟,2020年03月06日09时39分,50,141791,
"""安家新片花""",已有记录在榜时间约为 52 分钟,2020年02月28日12时51分,49,238420,新
"""安家预告""",已有记录在榜时间约为 1706 分钟,2020年03月12日08时17分,50,122011,
"""安全复工小妙招""",已有记录在榜时间约为 129 分钟,2020年02月29日09时52分,6,1884272,荐
"""安心裤""",已有记录在榜时间约为 408 分钟,2020年02月07日22时51分,28,511228,
"""安以轩""",已有记录在榜时间约为 877 分钟,2020年02月10日08时17分,50,49734,
